PWGTP,EDUCATION,ST,percentage,GEOID,65-69,70-74,75-79,80-84,85+,Male,Female,Other,Hispanic,Black
34,12,23,32.56588642,2301000,0,0,0,0,1,1,0,1,0,0
25,12,23,32.56588642,2300100,0,0,0,0,1,1,0,1,0,0
25,14,23,30.31559491,2300100,0,0,0,0,1,0,1,1,0,0
17,14,23,30.31559491,2300300,0,0,0,0,1,0,1,1,0,0
5,12,23,16.50827556,2300300,0,0,0,1,0,1,0,1,0,0
3,0,23,18.55310147,2300400,0,1,0,0,0,1,0,1,0,0
3,12,23,32.56588642,2301000,0,0,0,0,1,1,0,1,0,0
8,8,23,46.25630518,2301000,0,0,0,0,1,0,1,1,0,0
2,12,23,18.27410738,2301000,0,0,0,1,0,0,1,1,0,0
22,12,23,16.50827556,2300300,0,0,0,1,0,1,0,1,0,0
11,11,23,18.13583657,2300600,0,0,0,1,0,1,0,1,0,0
3,12,23,35.32267164,2300300,0,0,0,0,1,0,1,1,0,0
3,12,23,9.154741059,2300400,0,0,1,0,0,1,0,1,0,0
20,18,23,19.6207019,2300700,0,0,0,0,1,1,0,1,0,0
5,12,23,6.175212911,2300800,0,1,0,0,0,0,1,1,0,0
25,12,23,6.175212911,2300600,0,1,0,0,0,0,1,1,0,0
36,9,23,43.44438546,2300600,0,0,0,0,1,0,1,1,0,0
5,12,23,35.32267164,2300300,0,0,0,0,1,0,1,1,0,0
12,12,23,32.56588642,2300100,0,0,0,0,1,1,0,1,0,0
6,9,23,43.44438546,2300400,0,0,0,0,1,0,1,1,0,0
3,12,23,5.499823433,2300800,0,1,0,0,0,1,0,1,0,0
3,0,23,11.3415911,2300700,1,0,0,0,0,1,0,1,0,0
15,12,23,18.27410738,2300100,0,0,0,1,0,0,1,1,0,0
24,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
2,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
6,0,23,30.84631002,2300300,0,0,1,0,0,0,1,1,0,0
3,14,23,30.31559491,2300400,0,0,0,0,1,0,1,1,0,0
22,12,23,32.56588642,2300500,0,0,0,0,1,1,0,1,0,0
20,12,23,32.56588642,2300400,0,0,0,0,1,1,0,1,0,0
3,0,23,18.55310147,2300400,0,1,0,0,0,1,0,1,0,0
35,12,23,35.32267164,2300300,0,0,0,0,1,0,1,1,0,0
3,14,23,27.78173331,2300300,0,0,0,0,1,1,0,1,0,0
7,0,23,18.55310147,2300200,0,1,0,0,0,1,0,1,0,0
3,12,23,9.154741059,2301000,0,0,1,0,0,1,0,1,0,0
5,12,23,35.32267164,2300800,0,0,0,0,1,0,1,1,0,0
2,24,23,1.465143537,2300500,0,1,0,0,0,1,0,1,0,0
3,11,23,18.13583657,2300200,0,0,0,1,0,1,0,1,0,0
10,14,23,7.430859588,2300900,0,0,1,0,0,1,0,1,0,0
2,12,23,18.27410738,2301000,0,0,0,1,0,0,1,1,0,0
27,12,23,35.32267164,2300100,0,0,0,0,1,0,1,1,0,0
12,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
3,5,23,11.42661925,2301000,0,1,0,0,0,1,0,1,0,0
16,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
6,14,23,30.31559491,2300400,0,0,0,0,1,0,1,1,0,0
6,14,23,30.31559491,2300800,0,0,0,0,1,0,1,1,0,0
28,14,23,30.31559491,2300500,0,0,0,0,1,0,1,1,0,0
3,12,23,16.50827556,2300300,0,0,0,1,0,1,0,1,0,0
36,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
38,8,23,46.25630518,2300900,0,0,0,0,1,0,1,1,0,0
30,12,23,18.27410738,2300700,0,0,0,1,0,0,1,1,0,0
3,12,23,35.32267164,2301000,0,0,0,0,1,0,1,1,0,0
11,12,23,3.164907227,2300300,1,0,0,0,0,1,0,1,0,0
2,8,23,15.22542985,2300500,0,0,1,0,0,0,1,1,0,0
6,12,23,35.32267164,2300400,0,0,0,0,1,0,1,1,0,0
25,12,23,35.32267164,2300900,0,0,0,0,1,0,1,1,0,0
31,12,23,18.27410738,2301000,0,0,0,1,0,0,1,1,0,0
11,14,23,30.31559491,2300400,0,0,0,0,1,0,1,1,0,0
6,12,23,35.32267164,2300400,0,0,0,0,1,0,1,1,0,0
4,12,23,35.32267164,2300300,0,0,0,0,1,0,1,1,0,0
23,5,23,11.42661925,2301000,0,1,0,0,0,1,0,1,0,0
20,12,23,32.56588642,2300400,0,0,0,0,1,1,0,1,0,0
2,12,23,32.56588642,2300500,0,0,0,0,1,1,0,1,0,0
44,0,23,46.67207026,2300100,0,0,0,1,0,0,1,1,0,0
14,12,23,32.56588642,2300600,0,0,0,0,1,1,0,1,0,0
3,12,23,35.32267164,2300200,0,0,0,0,1,0,1,1,0,0
7,12,23,32.56588642,2300400,0,0,0,0,1,1,0,1,0,0
33,8,23,46.25630518,2300100,0,0,0,0,1,0,1,1,0,0
1,8,23,46.25630518,2300500,0,0,0,0,1,0,1,1,0,0
30,16,23,23.45593817,2300300,0,0,0,0,1,1,0,1,0,0
25,14,23,30.31559491,2300200,0,0,0,0,1,0,1,1,0,0
3,12,23,35.32267164,2300900,0,0,0,0,1,0,1,1,0,0
4,12,23,35.32267164,2300800,0,0,0,0,1,0,1,1,0,0
8,12,23,35.32267164,2300600,0,0,0,0,1,0,1,1,0,0
5,12,23,35.32267164,2300800,0,0,0,0,1,0,1,1,0,0
43,14,23,30.31559491,2300900,0,0,0,0,1,0,1,1,0,0
4,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
2,0,23,46.67207026,2300500,0,0,0,1,0,0,1,1,0,0
4,12,23,16.50827556,2300300,0,0,0,1,0,1,0,1,0,0
13,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
31,12,23,35.32267164,2300300,0,0,0,0,1,0,1,1,0,0
21,8,23,26.05660519,2300900,0,0,0,1,0,0,1,1,0,0
4,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
2,14,23,30.31559491,2300400,0,0,0,0,1,0,1,1,0,0
23,12,23,35.32267164,2300100,0,0,0,0,1,0,1,1,0,0
1,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
14,11,23,18.13583657,2300700,0,0,0,1,0,1,0,1,0,0
3,12,23,18.27410738,2301000,0,0,0,1,0,0,1,1,0,0
19,2,23,60.09097423,2300300,0,0,0,0,1,1,0,1,0,0
6,8,23,26.05660519,2300800,0,0,0,1,0,0,1,1,0,0
25,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
25,8,23,15.22542985,2300600,0,0,1,0,0,0,1,1,0,0
5,9,23,7.56661191,2300800,0,1,0,0,0,1,0,1,0,0
2,18,23,10.15452867,2300500,0,0,0,1,0,0,1,1,0,0
32,14,23,15.11879158,2300600,0,0,0,1,0,0,1,1,0,0
22,5,23,11.42661925,2300700,0,1,0,0,0,1,0,1,0,0
5,16,23,23.45593817,2300300,0,0,0,0,1,1,0,1,0,0
3,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
14,12,23,35.32267164,2300600,0,0,0,0,1,0,1,1,0,0
27,8,23,15.22542985,2300600,0,0,1,0,0,0,1,1,0,0
12,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
19,11,23,18.13583657,2300500,0,0,0,1,0,1,0,1,0,0
8,14,23,4.43061433,2300400,0,1,0,0,0,1,0,1,0,0
35,12,23,32.56588642,2300400,0,0,0,0,1,1,0,1,0,0
19,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
2,14,23,30.31559491,2300400,0,0,0,0,1,0,1,1,0,0
10,12,23,16.50827556,2300300,0,0,0,1,0,1,0,1,0,0
9,18,23,19.6207019,2301000,0,0,0,0,1,1,0,1,0,0
23,12,23,35.32267164,2300300,0,0,0,0,1,0,1,1,0,0
14,12,23,32.56588642,2300600,0,0,0,0,1,1,0,1,0,0
1,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
17,14,23,30.31559491,2300300,0,0,0,0,1,0,1,1,0,0
28,14,23,30.31559491,2300100,0,0,0,0,1,0,1,1,0,0
4,14,23,30.31559491,2300300,0,0,0,0,1,0,1,1,0,0
11,0,23,11.3415911,2300200,1,0,0,0,0,1,0,1,0,0
25,14,23,7.430859588,2300100,0,0,1,0,0,1,0,1,0,0
27,12,23,35.32267164,2300800,0,0,0,0,1,0,1,1,0,0
8,12,23,32.56588642,2300400,0,0,0,0,1,1,0,1,0,0
15,8,23,26.05660519,2300100,0,0,0,1,0,0,1,1,0,0
6,14,23,30.31559491,2300600,0,0,0,0,1,0,1,1,0,0
25,12,23,32.56588642,2300900,0,0,0,0,1,1,0,1,0,0
34,14,23,30.31559491,2300200,0,0,0,0,1,0,1,1,0,0
7,9,23,21.75939982,2301000,0,0,0,1,0,1,0,1,0,0
34,12,23,35.32267164,2300900,0,0,0,0,1,0,1,1,0,0
7,18,23,1.625171798,2301000,1,0,0,0,0,1,0,1,0,0
21,18,23,1.625171798,2301000,1,0,0,0,0,1,0,1,0,0
20,12,23,5.499823433,2300900,0,1,0,0,0,1,0,1,0,0
4,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
4,12,23,10.23037239,2300500,0,0,1,0,0,0,1,1,0,0
7,18,23,2.857667742,2300500,0,1,0,0,0,1,0,1,0,0
6,18,23,3.219649661,2300500,0,1,0,0,0,0,1,1,0,0
5,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
5,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
4,12,23,32.56588642,2300300,0,0,0,0,1,1,0,1,0,0
11,14,23,15.11879158,2300100,0,0,0,1,0,0,1,1,0,0
5,12,23,9.154741059,2300300,0,0,1,0,0,1,0,1,0,0
7,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
6,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
6,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
3,16,23,3.561434185,2300300,0,1,0,0,0,1,0,1,0,0
3,16,23,4.008883577,2300300,0,1,0,0,0,0,1,1,0,0
34,18,23,1.625171798,2300700,1,0,0,0,0,1,0,1,0,0
40,16,23,12.42545854,2300700,0,0,0,1,0,0,1,1,0,0
15,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
16,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
4,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
4,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
10,14,23,8.322500058,2300400,0,0,1,0,0,0,1,1,0,0
27,12,23,35.32267164,2300300,0,0,0,0,1,0,1,1,0,0
4,12,23,5.499823433,2300100,0,1,0,0,0,1,0,1,0,0
3,0,23,65.4003878,2300100,0,0,0,0,1,1,0,1,0,0
2,12,23,35.32267164,2300100,0,0,0,0,1,0,1,1,0,0
26,9,23,35.23460225,2300100,0,0,0,1,0,0,1,0,1,0
16,18,23,1.833980414,2300800,1,0,0,0,0,0,1,1,0,0
9,12,23,3.564379297,2300500,1,0,0,0,0,0,1,1,0,0
3,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
11,12,23,3.564379297,2300500,1,0,0,0,0,0,1,1,0,0
5,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
6,6,23,28.11832228,2300100,0,0,0,1,0,1,0,1,0,0
19,12,23,3.564379297,2300800,1,0,0,0,0,0,1,1,0,0
22,14,23,7.430859588,2300800,0,0,1,0,0,1,0,1,0,0
6,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
6,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
29,12,23,16.50827556,2300900,0,0,0,1,0,1,0,1,0,0
38,12,23,10.23037239,2300900,0,0,1,0,0,0,1,1,0,0
5,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
5,12,23,9.154741059,2300300,0,0,1,0,0,1,0,1,0,0
5,14,23,8.322500058,2300300,0,0,1,0,0,0,1,1,0,0
5,12,23,5.499823433,2300700,0,1,0,0,0,1,0,1,0,0
5,14,23,2.860048137,2300700,1,0,0,0,0,0,1,1,0,0
26,16,23,3.561434185,2300900,0,1,0,0,0,1,0,1,0,0
17,18,23,5.446609089,2300500,0,0,1,0,0,0,1,1,0,0
29,12,23,6.175212911,2300900,0,1,0,0,0,0,1,1,0,0
6,11,23,3.532598484,2300100,1,0,0,0,0,1,0,1,0,0
33,14,23,4.43061433,2300800,0,1,0,0,0,1,0,1,0,0
32,14,23,2.860048137,2300800,1,0,0,0,0,0,1,1,0,0
37,14,23,30.31559491,2300800,0,0,0,0,1,0,1,1,0,0
24,8,23,15.22542985,2300800,0,0,1,0,0,0,1,1,0,0
25,12,23,9.154741059,2300800,0,0,1,0,0,1,0,1,0,0
27,16,23,2.031756168,2300800,1,0,0,0,0,1,0,1,0,0
23,14,23,13.60709407,2300600,0,0,0,1,0,1,0,1,0,0
17,18,23,1.625171798,2300600,1,0,0,0,0,1,0,1,0,0
4,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
16,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
20,10,23,7.63181334,2300200,0,1,0,0,0,0,1,1,0,0
18,12,23,10.23037239,2300500,0,0,1,0,0,0,1,1,0,0
17,18,23,19.6207019,2300500,0,0,0,0,1,1,0,1,0,0
20,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
18,16,23,4.008883577,2300500,0,1,0,0,0,0,1,1,0,0
6,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
5,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
5,18,23,9.086064505,2300100,0,0,0,1,0,1,0,1,0,0
5,16,23,6.743700149,2300100,0,0,1,0,0,0,1,1,0,0
4,14,23,2.860048137,2300700,1,0,0,0,0,0,1,1,0,0
13,18,23,1.833980414,2300500,1,0,0,0,0,0,1,1,0,0
3,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
4,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
4,14,23,4.981624362,2300200,0,1,0,0,0,0,1,1,0,0
5,16,23,3.561434185,2300200,0,1,0,0,0,1,0,1,0,0
9,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
12,12,23,3.164907227,2300700,1,0,0,0,0,1,0,1,0,0
13,14,23,2.860048137,2300700,1,0,0,0,0,0,1,1,0,0
25,12,23,9.154741059,2300900,0,0,1,0,0,1,0,1,0,0
29,12,23,3.564379297,2300900,1,0,0,0,0,0,1,1,0,0
14,18,23,5.446609089,2300400,0,0,1,0,0,0,1,1,0,0
13,18,23,4.846791248,2300400,0,0,1,0,0,1,0,1,0,0
25,14,23,4.981624362,2300600,0,1,0,0,0,0,1,1,0,0
29,12,23,9.154741059,2300600,0,0,1,0,0,1,0,1,0,0
25,5,23,51.70219907,2300100,0,0,0,0,1,1,0,1,0,0
5,12,23,9.154741059,2300500,0,0,1,0,0,1,0,1,0,0
4,14,23,2.860048137,2300500,1,0,0,0,0,0,1,1,0,0
12,24,23,1.653736722,2300500,0,1,0,0,0,0,1,1,0,0
3,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
2,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
8,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
20,14,23,4.43061433,2300300,0,1,0,0,0,1,0,1,0,0
9,14,23,4.43061433,2300500,0,1,0,0,0,1,0,1,0,0
8,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
14,12,23,3.164907227,2300700,1,0,0,0,0,1,0,1,0,0
8,14,23,2.537435845,2300200,1,0,0,0,0,1,0,1,0,0
8,14,23,4.981624362,2300200,0,1,0,0,0,0,1,1,0,0
18,14,23,2.860048137,2300700,1,0,0,0,0,0,1,1,0,0
15,8,23,46.25630518,2300400,0,0,0,0,1,0,1,1,0,0
12,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
24,14,23,4.43061433,2300200,0,1,0,0,0,1,0,1,0,0
6,11,23,20.03398855,2300200,0,0,0,1,0,0,1,1,0,0
17,14,23,2.537435845,2301000,1,0,0,0,0,1,0,1,0,0
12,12,23,3.564379297,2300900,1,0,0,0,0,0,1,1,0,0
23,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
84,9,23,4.941879113,2300600,1,0,0,0,0,0,1,1,0,0
8,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
9,18,23,4.846791248,2300200,0,0,1,0,0,1,0,1,0,0
8,12,23,10.22119228,2300200,0,1,0,0,0,0,1,0,1,0
29,18,23,3.219649661,2300700,0,1,0,0,0,0,1,1,0,0
23,24,23,1.465143537,2300700,0,1,0,0,0,1,0,1,0,0
9,18,23,21.63319607,2300400,0,0,0,0,1,0,1,1,0,0
10,14,23,2.860048137,2300400,1,0,0,0,0,0,1,1,0,0
23,12,23,6.175212911,2300800,0,1,0,0,0,0,1,1,0,0
23,18,23,2.857667742,2300400,0,1,0,0,0,1,0,1,0,0
21,16,23,6.743700149,2300400,0,0,1,0,0,0,1,1,0,0
27,16,23,4.008883577,2300800,0,1,0,0,0,0,1,1,0,0
29,16,23,3.561434185,2300800,0,1,0,0,0,1,0,1,0,0
34,16,23,2.031756168,2300700,1,0,0,0,0,1,0,1,0,0
36,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
17,16,23,4.008883577,2300600,0,1,0,0,0,0,1,1,0,0
16,18,23,3.219649661,2300400,0,1,0,0,0,0,1,1,0,0
5,12,23,10.23037239,2300500,0,0,1,0,0,0,1,1,0,0
4,14,23,7.430859588,2300200,0,0,1,0,0,1,0,1,0,0
6,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
4,19,23,8.189410601,2300500,0,0,0,1,0,1,0,1,0,0
8,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
10,24,23,2.82925258,2300300,0,0,1,0,0,0,1,1,0,0
13,16,23,23.45593817,2300400,0,0,0,0,1,1,0,1,0,0
11,14,23,2.537435845,2300200,1,0,0,0,0,1,0,1,0,0
23,9,23,21.75939982,2300200,0,0,0,1,0,1,0,1,0,0
35,12,23,18.27410738,2300700,0,0,0,1,0,0,1,1,0,0
24,16,23,23.45593817,2300700,0,0,0,0,1,1,0,1,0,0
15,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
16,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
3,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
24,14,23,2.860048137,2300900,1,0,0,0,0,0,1,1,0,0
4,14,23,4.981624362,2300200,0,1,0,0,0,0,1,1,0,0
5,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
4,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
6,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
83,16,23,2.291587488,2300800,1,0,0,0,0,0,1,1,0,0
85,12,23,3.164907227,2300800,1,0,0,0,0,1,0,1,0,0
38,14,23,2.537435845,2300200,1,0,0,0,0,1,0,1,0,0
6,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
6,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
5,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
4,8,23,5.504279998,2300100,1,0,0,0,0,0,1,1,0,0
3,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
37,16,23,4.008883577,2300200,0,1,0,0,0,0,1,1,0,0
23,7,23,49.09224261,2300200,0,0,0,0,1,0,1,1,0,0
21,12,23,18.27410738,2301000,0,0,0,1,0,0,1,1,0,0
7,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
19,18,23,10.15452867,2300900,0,0,0,1,0,0,1,1,0,0
36,14,23,2.537435845,2300800,1,0,0,0,0,1,0,1,0,0
44,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
28,18,23,1.833980414,2300700,1,0,0,0,0,0,1,1,0,0
23,18,23,2.857667742,2300700,0,1,0,0,0,1,0,1,0,0
11,12,23,16.50827556,2300600,0,0,0,1,0,1,0,1,0,0
11,12,23,10.23037239,2300600,0,0,1,0,0,0,1,1,0,0
5,18,23,2.857667742,2300500,0,1,0,0,0,1,0,1,0,0
18,12,23,18.27410738,2300400,0,0,0,1,0,0,1,1,0,0
5,14,23,13.60709407,2300500,0,0,0,1,0,1,0,1,0,0
6,14,23,15.11879158,2300500,0,0,0,1,0,0,1,1,0,0
5,18,23,21.63319607,2300500,0,0,0,0,1,0,1,1,0,0
18,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
4,8,23,13.70479135,2300300,0,0,1,0,0,1,0,1,0,0
5,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
5,6,23,18.39817728,2300200,0,0,1,0,0,0,1,1,0,0
14,14,23,2.860048137,2300500,1,0,0,0,0,0,1,1,0,0
13,14,23,4.43061433,2300500,0,1,0,0,0,1,0,1,0,0
21,16,23,6.010117428,2300800,0,0,1,0,0,1,0,1,0,0
17,14,23,2.860048137,2300800,1,0,0,0,0,0,1,1,0,0
25,14,23,4.43061433,2300200,0,1,0,0,0,1,0,1,0,0
7,18,23,4.846791248,2300200,0,0,1,0,0,1,0,1,0,0
10,16,23,6.743700149,2300200,0,0,1,0,0,0,1,1,0,0
24,12,23,3.564379297,2300900,1,0,0,0,0,0,1,1,0,0
3,19,23,2.55836372,2300100,0,1,0,0,0,1,0,1,0,0
2,24,23,1.653736722,2300100,0,1,0,0,0,0,1,1,0,0
29,14,23,4.981624362,2300700,0,1,0,0,0,0,1,1,0,0
33,16,23,3.561434185,2300700,0,1,0,0,0,1,0,1,0,0
7,19,23,1.453025048,2300200,1,0,0,0,0,1,0,1,0,0
7,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
24,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
27,14,23,2.537435845,2300900,1,0,0,0,0,1,0,1,0,0
45,18,23,4.846791248,2300900,0,0,1,0,0,1,0,1,0,0
35,16,23,11.14769391,2300800,0,0,0,1,0,1,0,1,0,0
32,12,23,18.27410738,2300800,0,0,0,1,0,0,1,1,0,0
17,9,23,8.473050535,2300300,0,1,0,0,0,0,1,1,0,0
22,18,23,3.219649661,2300200,0,1,0,0,0,0,1,1,0,0
3,12,23,10.23037239,2300100,0,0,1,0,0,0,1,1,0,0
18,12,23,16.50827556,2300700,0,0,0,1,0,1,0,1,0,0
26,14,23,8.322500058,2300700,0,0,1,0,0,0,1,1,0,0
2,14,23,4.43061433,2300300,0,1,0,0,0,1,0,1,0,0
16,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
3,14,23,8.322500058,2300200,0,0,1,0,0,0,1,1,0,0
25,14,23,4.43061433,2300600,0,1,0,0,0,1,0,1,0,0
32,12,23,35.32267164,2300600,0,0,0,0,1,0,1,1,0,0
5,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
6,12,23,18.27410738,2300200,0,0,0,1,0,0,1,1,0,0
22,14,23,2.537435845,2300400,1,0,0,0,0,1,0,1,0,0
26,14,23,4.981624362,2300700,0,1,0,0,0,0,1,1,0,0
20,24,23,1.465143537,2300500,0,1,0,0,0,1,0,1,0,0
5,16,23,12.42545854,2300500,0,0,0,1,0,0,1,1,0,0
8,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
8,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
13,12,23,35.32267164,2300400,0,0,0,0,1,0,1,1,0,0
14,14,23,4.43061433,2300400,0,1,0,0,0,1,0,1,0,0
35,24,23,0.828115541,2300500,1,0,0,0,0,1,0,1,0,0
30,14,23,4.981624362,2300300,0,1,0,0,0,0,1,1,0,0
41,10,23,12.51590092,2300100,0,0,1,0,0,0,1,1,0,0
34,10,23,19.88564172,2300100,0,0,0,1,0,1,0,1,0,0
22,16,23,2.031756168,2300200,1,0,0,0,0,1,0,1,0,0
18,12,23,3.564379297,2300400,1,0,0,0,0,0,1,1,0,0
15,12,23,3.164907227,2300900,1,0,0,0,0,1,0,1,0,0
2,8,23,13.70479135,2300300,0,0,1,0,0,1,0,1,0,0
2,8,23,15.22542985,2300300,0,0,1,0,0,0,1,1,0,0
9,16,23,25.73585981,2300700,0,0,0,0,1,0,1,1,0,0
10,18,23,2.857667742,2301000,0,1,0,0,0,1,0,1,0,0
9,14,23,4.981624362,2301000,0,1,0,0,0,0,1,1,0,0
18,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
22,14,23,30.31559491,2301000,0,0,0,0,1,0,1,1,0,0
10,16,23,2.291587488,2300200,1,0,0,0,0,0,1,1,0,0
8,18,23,1.625171798,2300400,1,0,0,0,0,1,0,1,0,0
25,12,23,33.05085835,2300500,0,0,0,1,0,1,0,0,0,1
