PWGTP,EDUCATION,ST,percentage,GEOID,65-69,70-74,75-79,80-84,85+,Male,Female,Other,Hispanic,Black
8,14,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
18,14,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
15,8,23,34.54726257,2300400,0,0,0,0,1,0,1,1,0,0
12,14,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
24,14,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
6,11,23,17.77012503,2300200,0,0,0,1,0,0,1,1,0,0
17,14,23,3.0620098,2301000,1,0,0,0,0,1,0,1,0,0
12,12,23,3.448956817,2300900,1,0,0,0,0,0,1,1,0,0
23,14,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
84,9,23,3.448956817,2300600,1,0,0,0,0,0,1,1,0,0
8,14,23,3.448956817,2300300,1,0,0,0,0,0,1,1,0,0
9,18,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
8,12,23,9.912364563,2300200,0,1,0,0,0,0,1,0,1,0
29,18,23,5.980488929,2300700,0,1,0,0,0,0,1,1,0,0
23,24,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
9,18,23,34.54726257,2300400,0,0,0,0,1,0,1,1,0,0
10,14,23,3.448956817,2300400,1,0,0,0,0,0,1,1,0,0
23,12,23,5.980488929,2300800,0,1,0,0,0,0,1,1,0,0
23,18,23,5.325187858,2300400,0,1,0,0,0,1,0,1,0,0
21,16,23,9.921297959,2300400,0,0,1,0,0,0,1,1,0,0
27,16,23,5.980488929,2300800,0,1,0,0,0,0,1,1,0,0
29,16,23,5.325187858,2300800,0,1,0,0,0,1,0,1,0,0
34,16,23,3.0620098,2300700,1,0,0,0,0,1,0,1,0,0
36,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
17,16,23,5.980488929,2300600,0,1,0,0,0,0,1,1,0,0
16,18,23,5.980488929,2300400,0,1,0,0,0,0,1,1,0,0
5,12,23,9.921297959,2300500,0,0,1,0,0,0,1,1,0,0
4,14,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
6,12,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
4,19,23,16.04343298,2300500,0,0,0,1,0,1,0,1,0,0
8,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
10,24,23,9.921297959,2300300,0,0,1,0,0,0,1,1,0,0
13,16,23,31.82122021,2300400,0,0,0,0,1,1,0,1,0,0
11,14,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
23,9,23,16.04343298,2300200,0,0,0,1,0,1,0,1,0,0
35,12,23,17.77012503,2300700,0,0,0,1,0,0,1,1,0,0
24,16,23,31.82122021,2300700,0,0,0,0,1,1,0,1,0,0
15,12,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
16,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
3,12,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
24,14,23,3.448956817,2300900,1,0,0,0,0,0,1,1,0,0
4,14,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
5,12,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
4,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
6,12,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
83,16,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
85,12,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
38,14,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
6,14,23,3.448956817,2300300,1,0,0,0,0,0,1,1,0,0
6,12,23,5.325187858,2300300,0,1,0,0,0,1,0,1,0,0
5,12,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
4,8,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
3,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
37,16,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
23,7,23,34.54726257,2300200,0,0,0,0,1,0,1,1,0,0
21,12,23,17.77012503,2301000,0,0,0,1,0,0,1,1,0,0
7,12,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
19,18,23,17.77012503,2300900,0,0,0,1,0,0,1,1,0,0
36,14,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
44,12,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
28,18,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
23,18,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
11,12,23,16.04343298,2300600,0,0,0,1,0,1,0,1,0,0
11,12,23,9.921297959,2300600,0,0,1,0,0,0,1,1,0,0
5,18,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
18,12,23,17.77012503,2300400,0,0,0,1,0,0,1,1,0,0
5,14,23,16.04343298,2300500,0,0,0,1,0,1,0,1,0,0
6,14,23,17.77012503,2300500,0,0,0,1,0,0,1,1,0,0
5,18,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
18,12,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
4,8,23,8.874950303,2300300,0,0,1,0,0,1,0,1,0,0
5,12,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
5,6,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
14,14,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
13,14,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
21,16,23,8.874950303,2300800,0,0,1,0,0,1,0,1,0,0
17,14,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
25,14,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
7,18,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
10,16,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
24,12,23,3.448956817,2300900,1,0,0,0,0,0,1,1,0,0
3,19,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
2,24,23,5.980488929,2300100,0,1,0,0,0,0,1,1,0,0
29,14,23,5.980488929,2300700,0,1,0,0,0,0,1,1,0,0
33,16,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
7,19,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
7,14,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
24,14,23,3.448956817,2300300,1,0,0,0,0,0,1,1,0,0
27,14,23,3.0620098,2300900,1,0,0,0,0,1,0,1,0,0
45,18,23,8.874950303,2300900,0,0,1,0,0,1,0,1,0,0
35,16,23,16.04343298,2300800,0,0,0,1,0,1,0,1,0,0
32,12,23,17.77012503,2300800,0,0,0,1,0,0,1,1,0,0
17,9,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
22,18,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
3,12,23,9.921297959,2300100,0,0,1,0,0,0,1,1,0,0
18,12,23,16.04343298,2300700,0,0,0,1,0,1,0,1,0,0
26,14,23,9.921297959,2300700,0,0,1,0,0,0,1,1,0,0
2,14,23,5.325187858,2300300,0,1,0,0,0,1,0,1,0,0
16,12,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
3,14,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
25,14,23,5.325187858,2300600,0,1,0,0,0,1,0,1,0,0
32,12,23,34.54726257,2300600,0,0,0,0,1,0,1,1,0,0
5,12,23,31.82122021,2300200,0,0,0,0,1,1,0,1,0,0
6,12,23,17.77012503,2300200,0,0,0,1,0,0,1,1,0,0
22,14,23,3.0620098,2300400,1,0,0,0,0,1,0,1,0,0
26,14,23,5.980488929,2300700,0,1,0,0,0,0,1,1,0,0
20,24,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
5,16,23,17.77012503,2300500,0,0,0,1,0,0,1,1,0,0
8,14,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
8,14,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
13,12,23,34.54726257,2300400,0,0,0,0,1,0,1,1,0,0
14,14,23,5.325187858,2300400,0,1,0,0,0,1,0,1,0,0
35,24,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
30,14,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
41,10,23,9.921297959,2300100,0,0,1,0,0,0,1,1,0,0
34,10,23,16.04343298,2300100,0,0,0,1,0,1,0,1,0,0
22,16,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
18,12,23,3.448956817,2300400,1,0,0,0,0,0,1,1,0,0
15,12,23,3.0620098,2300900,1,0,0,0,0,1,0,1,0,0
2,8,23,8.874950303,2300300,0,0,1,0,0,1,0,1,0,0
2,8,23,9.921297959,2300300,0,0,1,0,0,0,1,1,0,0
9,16,23,34.54726257,2300700,0,0,0,0,1,0,1,1,0,0
10,18,23,5.325187858,2301000,0,1,0,0,0,1,0,1,0,0
9,14,23,5.980488929,2301000,0,1,0,0,0,0,1,1,0,0
18,12,23,17.77012503,2300500,0,0,0,1,0,0,1,1,0,0
22,14,23,34.54726257,2301000,0,0,0,0,1,0,1,1,0,0
10,16,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
8,18,23,3.0620098,2300400,1,0,0,0,0,1,0,1,0,0
25,12,23,32.30041438,2300500,0,0,0,1,0,1,0,0,0,1
